Student_ID,First_Name,Last_Name,Email,Gender,Age,Department,Attendance(%),Midterm_Score,Final_score,Assignment_Avg,Quizzes_Avg,Participation_Score,Project_Score,Total_Score,Grade,Study_Hour_Per_Week,ExtraCircular_Activities,Internet_Access,Parent_Education,Family_Income,Stress(1 - 10)
S2214,XWAUB,IZWGQ,xwaub680@gmail.com,Male,23,CSE,95.35,20,39,8.21,6.29,5,15,93.5,C,12,Yes,Yes,Graduate,Low,3
S2215,WPFOJ,KVXUB,wpfoj771@gmail.com,Male,25,ECE,94.12,30,44,5.35,5.56,10,10,104.91,B,16,Yes,Yes,Post-Graduate,Medium,5
S2216,UWJKF,OJOOA,uwjkf162@edu.in,Female,23,CE,94.56,40,38,5.07,6.49,9,16,114.56,B,18,No,Yes,Primary,Medium,8
S2217,EFNZH,IPXYL,efnzh20@outlook.com,Female,21,BBA,71.79,38,34,9.25,5.85,6,15,108.1,B,1,Yes,No,Secondary,Low,9
S2218,KAWDO,VOOQN,kawdo600@yahoo.com,Female,25,AI/ML,62.44,37,40,6.65,5.98,5,11,105.63,B,19,Yes,No,Secondary,Medium,4
S2219,QPYBW,WCAUP,qpybw281@yahoo.com,Female,23,ME,74.78,24,43,8.07,9.83,10,15,109.91,B,15,No,No,None,Medium,9
S2220,THGQM,YELFZ,thgqm229@gmail.com,Other,18,ECE,60.7,29,38,5.84,8.14,8,20,108.98,B,6,Yes,Yes,Graduate,Medium,4
S2221,JQAPF,NBRSZ,jqapf810@yahoo.com,Male,24,IT,71.92,33,35,8.13,9.47,5,16,106.6,B,17,Yes,Yes,Secondary,High,8
S2222,XGIIR,OOCIU,xgiir986@edu.in,Female,23,ECE,79.31,35,48,5.14,5.32,5,15,113.46,B,17,No,No,Graduate,Medium,6
S2223,ABGOZ,NADZE,abgoz229@yahoo.com,Other,18,IT,73.72,40,42,9.89,5.91,7,10,114.8,B,13,Yes,Yes,Graduate,Medium,4
S2224,CRMBG,TUQZV,crmbg978@outlook.com,Female,19,CSE,89.04,40,44,7.23,7.39,5,11,114.62,B,3,Yes,Yes,Post-Graduate,Medium,6
S2225,IEWJO,IHJPI,iewjo521@yahoo.com,Female,22,IT,96.74,34,39,7.84,5.32,10,12,108.16,B,15,Yes,Yes,Post-Graduate,Low,2
S2226,QQWUS,DDCZU,qqwus300@gmail.com,Male,21,AI/ML,97.57,40,37,5.33,9.06,6,19,116.39,B,17,No,Yes,None,Low,3
S2227,FZSII,TBADV,fzsii951@edu.in,Female,25,CSE,98.73,29,50,6.37,9.94,5,10,110.31,B,9,No,Yes,Primary,Medium,6
S2228,VAAZD,VKDBX,vaazd381@outlook.com,Other,21,CE,80.07,31,38,6.56,6.47,8,12,102.03,B,12,No,No,Primary,Low,9
S2229,ODRUX,VGWAN,odrux115@gmail.com,Other,18,CSE,96.24,20,45,6.54,5.26,8,12,96.8,C,13,No,No,Primary,High,7
S2230,LFVIZ,PKBCY,lfviz453@gmail.com,Male,18,CE,64.3,24,38,6.09,5.37,9,12,94.46,C,12,Yes,No,Graduate,Medium,4
S2231,IHPJQ,BKSMD,ihpjq529@outlook.com,Male,22,ECE,73.12,21,45,6.47,5.38,9,17,103.85,B,2,Yes,Yes,Post-Graduate,Low,7
S2232,RSSHD,YUDDI,rsshd340@outlook.com,Other,19,CSE,71.65,26,38,8.75,8.34,10,12,103.09,B,13,Yes,Yes,None,High,8
S2233,NFQBD,JZRYJ,nfqbd644@edu.in,Other,18,AI/ML,90.85,39,48,5.73,8.69,8,11,120.42,A,6,No,No,Post-Graduate,High,6
S2234,UTZTV,BTNPX,utztv594@yahoo.com,Other,23,MBA,97.45,36,35,7.7,7.51,9,18,113.21,B,18,No,Yes,Secondary,Medium,1
S2235,WGPCO,CPOID,wgpco44@outlook.com,Other,21,ECE,62.26,32,34,6.22,7.23,8,14,101.45,B,13,No,Yes,Graduate,High,10
S2236,MJMTM,ONZLH,mjmtm760@yahoo.com,Other,20,CSE,72.55,21,45,8.25,6.2,9,14,103.45,B,16,Yes,Yes,Graduate,Medium,7
S2237,MLXIJ,LLTAX,mlxij548@gmail.com,Male,18,AI/ML,65.95,23,42,9.33,7.65,8,15,104.98,B,5,No,No,Post-Graduate,Medium,4
S2238,PWEEX,NYGUZ,pweex903@outlook.com,Other,18,MBA,97.62,23,50,8.23,9.32,7,16,113.55,B,6,Yes,No,None,Medium,1
S2239,MZKYM,DKDES,mzkym471@gmail.com,Male,25,BBA,76.24,29,36,5.66,7.66,8,11,97.32,C,5,No,No,None,Low,9
S2240,XNCYN,CJLLX,xncyn57@gmail.com,Female,21,MBA,90.11,21,49,5.36,9.42,9,17,110.78,B,18,Yes,No,Post-Graduate,Medium,7
S2241,DKKDW,JUNBU,dkkdw448@gmail.com,Male,19,MBA,93.72,39,43,5.07,6.11,10,10,113.18,B,1,No,Yes,None,High,8
S2242,QCZMN,QQQBK,qczmn162@edu.in,Male,22,IT,80.32,29,44,8.71,5.86,5,14,106.57,B,7,No,No,None,Medium,3
S2243,FWCSY,WECMQ,fwcsy571@edu.in,Male,22,ECE,95.51,22,44,9.36,5.34,9,18,107.7,B,4,Yes,Yes,Secondary,High,1
S2244,RKGPU,IDIYP,rkgpu476@outlook.com,Other,24,ECE,84.14,27,40,9.13,8.82,10,10,104.95,B,3,No,No,Post-Graduate,Medium,9
S2245,HRWAL,AHKAX,hrwal170@yahoo.com,Other,19,IT,95.48,35,37,9.44,8.15,5,20,114.58,B,2,Yes,Yes,Primary,Medium,9
S2246,WNUTQ,LVLQB,wnutq645@gmail.com,Male,22,BBA,62.94,30,47,6.24,8.68,9,14,114.92,B,19,No,No,Graduate,High,3
S2247,LHCCJ,AORZC,lhccj111@edu.in,Male,20,ECE,67.36,38,33,6.22,5.98,8,17,108.2,B,4,No,No,Secondary,Low,8
S2248,JZGUV,HTLAT,jzguv656@outlook.com,Other,22,MBA,90.51,27,39,7.06,8.67,9,19,109.73,B,7,Yes,No,None,Medium,2
S2249,JZQYA,KMYKU,jzqya277@gmail.com,Female,23,BBA,64.11,20,49,5.23,5.19,9,17,105.42,B,10,Yes,No,Primary,Medium,8
S2250,BGBJI,DGGSF,bgbji679@yahoo.com,Male,20,ECE,65.21,39,48,6.32,5.46,7,12,117.78,B,17,Yes,No,Graduate,Medium,5
S2251,ADSHS,ANBAC,adshs265@gmail.com,Female,21,AI/ML,63.31,20,35,7.05,8.35,10,18,98.4,C,18,Yes,No,Secondary,High,4
S2252,ILGEZ,NXGHA,ilgez58@outlook.com,Male,20,MBA,80.36,39,36,5.16,9.33,7,10,106.49,B,5,No,No,Secondary,Medium,7
S2253,HUQCS,MPCOP,huqcs356@gmail.com,Other,20,MBA,72.39,20,36,8.4,8.86,7,19,99.26,C,19,No,Yes,Primary,Medium,2
S2254,SMJNG,ODRPN,smjng330@yahoo.com,Other,25,ME,79.89,25,49,7.84,6.28,9,13,110.13,B,6,No,No,Primary,Medium,10
S2255,QMWHU,HFMTN,qmwhu512@gmail.com,Female,25,BBA,67.88,33,32,9.11,8.24,9,11,102.35,B,13,No,No,Graduate,Medium,3
S2256,ZQEAJ,LXTQO,zqeaj610@outlook.com,Other,19,MBA,73.85,20,50,6.38,7.07,6,12,101.45,B,19,Yes,Yes,None,Medium,3
S2257,GEEBV,AMYXW,geebv211@outlook.com,Female,19,CSE,63.43,30,41,8.85,8.52,5,15,108.37,B,1,Yes,No,Primary,High,6
S2258,TPRTH,GZPQG,tprth540@edu.in,Other,24,ECE,73.86,23,35,8.92,6.07,8,20,100.99,B,9,Yes,No,Secondary,Medium,1
S2259,EQQYL,YUKJF,eqqyl66@yahoo.com,Female,19,CSE,97.08,31,39,6.48,6.46,9,13,104.94,B,9,Yes,Yes,Post-Graduate,Medium,9
S2260,FEEBF,JGSNG,feebf111@yahoo.com,Other,20,ECE,68.97,34,48,5.5,6.75,6,13,113.26,B,3,Yes,Yes,Post-Graduate,High,9
S2261,XFQDS,RAEUE,xfqds424@gmail.com,Female,19,CSE,94.43,30,34,9.46,5.65,7,10,96.11,C,16,No,No,Secondary,Low,5
S2262,HFTYT,XWGVY,hftyt222@outlook.com,Female,21,IT,84.99,37,36,8.09,9.09,7,18,115.19,B,20,Yes,Yes,None,Medium,6
S2263,DZWWJ,FRLJU,dzwwj467@edu.in,Other,24,ME,66.19,32,35,6.68,9.96,9,15,107.64,B,1,Yes,Yes,Primary,High,3
S2264,SUZYZ,VFVEU,suzyz84@gmail.com,Female,23,BBA,64.25,39,36,7.04,6.62,9,13,110.66,B,20,Yes,No,Secondary,Low,8
S2265,OPSYJ,WORXM,opsyj568@yahoo.com,Male,23,ECE,94.92,37,37,5.05,6.44,7,12,104.49,B,10,Yes,No,Post-Graduate,High,8
S2266,HCLHK,OEOFK,hclhk241@edu.in,Male,23,IT,97.42,25,33,7.86,6.46,9,12,93.32,C,6,No,Yes,Primary,High,10
S2267,HAXVZ,FFRLF,haxvz441@gmail.com,Other,21,IT,76.97,37,44,8.63,6.55,7,10,113.18,B,1,Yes,No,Graduate,Low,5
S2268,UNPCH,JXDMF,unpch325@gmail.com,Female,18,CSE,97.63,21,31,6.59,8.73,5,20,92.32,C,8,No,No,Post-Graduate,Medium,8
S2269,QNXMM,ENTGR,qnxmm336@edu.in,Other,24,MBA,81.74,26,42,7.08,7.53,8,14,104.61,B,2,Yes,Yes,None,Low,10
S2270,XSGCG,CBIRT,xsgcg501@outlook.com,Male,22,AI/ML,65.2,23,43,5.9,8.44,8,16,104.35,B,16,No,Yes,Post-Graduate,Medium,10
S2271,NIFCS,UDTRO,nifcs932@outlook.com,Female,23,IT,81.94,21,36,8.18,7.54,5,12,89.72,C,10,Yes,No,Graduate,High,6
S2272,TNPSJ,HOUZT,tnpsj452@yahoo.com,Other,23,AI/ML,89.72,31,42,8.96,7.72,6,15,110.68,B,17,Yes,Yes,Post-Graduate,Low,9
S2273,NKJTN,FDKZM,nkjtn778@gmail.com,Other,23,CSE,90.32,25,43,6.3,6.09,6,11,97.39,C,2,No,Yes,Graduate,Low,10
S2274,JPVNA,XUNXR,jpvna811@yahoo.com,Male,18,ECE,76.57,20,41,8.62,7.19,5,17,98.8,C,6,Yes,Yes,Post-Graduate,High,3
S2275,WWWQC,RMVYK,wwwqc172@gmail.com,Female,18,ECE,94.11,29,42,8.78,6.25,9,19,114.03,B,5,Yes,Yes,Primary,Low,6
S2276,KOXJC,DWQAW,koxjc728@outlook.com,Female,20,CE,66.76,40,32,6.11,7.46,8,12,105.58,B,2,No,Yes,Secondary,Low,8
S2277,RDSUB,SAXDE,rdsub747@gmail.com,Female,25,ME,79.49,22,48,6.89,5.41,8,19,109.31,B,8,Yes,No,None,High,6
S2278,PDGFI,SDAYL,pdgfi914@outlook.com,Male,25,CSE,79.11,23,45,8.02,9.82,5,20,110.84,B,8,Yes,No,Graduate,Low,7
S2279,YXWZV,GNYTD,yxwzv101@edu.in,Other,21,AI/ML,99.72,27,50,7.4,9.71,6,17,117.11,B,3,Yes,Yes,Secondary,High,9
S2280,EFXKR,CDOHL,efxkr949@yahoo.com,Male,19,BBA,67.38,25,41,8.35,7.45,7,13,101.81,B,15,Yes,No,Post-Graduate,Medium,5
S2281,DFAFC,RDJRX,dfafc984@yahoo.com,Other,25,AI/ML,81.1,22,40,7.01,5.89,8,10,92.9,C,17,Yes,Yes,Secondary,Low,1
S2282,FRABM,KACVA,frabm146@edu.in,Male,25,ECE,97.02,34,33,6.14,6.33,10,19,108.47,B,20,No,No,Primary,Low,6
S2283,QFLWA,TFHAG,qflwa883@yahoo.com,Female,21,ME,80.97,24,40,9.03,9.49,7,20,109.52,B,6,No,Yes,Graduate,Low,6
S2284,DOSUX,RFNTZ,dosux494@outlook.com,Other,21,CSE,65.67,38,46,9.5,5.25,5,13,116.75,B,7,No,No,Secondary,Low,9
S2285,ATOTA,BQWTE,atota579@edu.in,Male,21,BBA,96.45,36,49,5.08,8.54,6,12,116.62,B,18,Yes,Yes,None,Low,3
S2286,DAZLP,OCDBV,dazlp372@gmail.com,Other,19,AI/ML,73.72,25,48,6.75,8.3,5,13,106.04,B,4,Yes,Yes,Post-Graduate,High,1
S2287,TWNEB,PULHQ,twneb59@outlook.com,Male,21,CSE,97.32,25,47,8.98,7.0,8,18,113.99,B,4,No,Yes,Graduate,High,9
S2288,HTXIK,HFMQS,htxik537@gmail.com,Male,23,ME,91.96,28,37,5.02,9.22,10,14,103.24,B,14,No,No,Secondary,High,3
S2289,HLRNI,OKFNZ,hlrni296@edu.in,Male,24,BBA,67.2,36,33,8.59,9.22,8,12,106.81,B,14,Yes,No,None,High,2
S2290,MJFNQ,EOTEW,mjfnq854@edu.in,Female,20,MBA,96.11,39,34,7.45,5.2,8,20,113.65,B,3,Yes,No,Graduate,Low,2
S2291,HZEFM,XIBCK,hzefm697@yahoo.com,Other,19,ME,81.2,28,48,9.75,8.89,7,17,118.64,B,8,Yes,No,Graduate,Medium,9
S2292,ISCMH,VLRHX,iscmh102@edu.in,Male,24,CSE,79.81,29,49,8.85,8.8,10,17,122.65,A,9,No,No,None,Medium,4
S2293,FSRUQ,MGIOR,fsruq308@gmail.com,Other,25,ECE,66.49,27,42,9.63,6.15,9,18,111.78,B,1,Yes,No,Post-Graduate,Medium,7
S2294,CAUQQ,IVVWE,cauqq334@edu.in,Other,18,CE,69.89,34,40,8.42,7.68,9,20,119.1,B,7,No,No,Graduate,Medium,6
S2295,AKNBA,QXFBE,aknba672@outlook.com,Other,24,MBA,77.16,31,36,8.44,6.57,5,16,103.0,B,14,No,Yes,None,High,4
S2296,FFWQL,XRTVJ,ffwql109@gmail.com,Other,20,MBA,79.06,32,39,8.85,6.79,9,13,108.64,B,12,Yes,No,Secondary,High,3
S2297,SUKGH,WRKIM,sukgh20@yahoo.com,Other,19,ME,65.78,26,48,9.98,5.26,10,20,119.24,B,15,Yes,No,None,Medium,9
S2298,IJTLA,YRNCV,ijtla255@outlook.com,Male,20,CE,69.31,20,34,7.97,6.76,10,17,95.74,C,11,Yes,No,Primary,Low,6
S2299,RIDKL,KNKQK,ridkl444@outlook.com,Female,22,MBA,88.61,21,34,7.86,7.63,6,20,96.49,C,7,Yes,No,Primary,Medium,1
S2300,MMTCD,ODARL,mmtcd199@edu.in,Other,19,IT,85.55,32,42,5.35,8.69,9,15,112.04,B,2,Yes,No,Graduate,High,10
S2301,RPCQW,YWCFG,rpcqw369@edu.in,Male,23,CE,85.81,28,38,6.88,8.11,10,18,109.0,B,18,No,Yes,Primary,Medium,7
S2302,ZTLFJ,AHONS,ztlfj183@outlook.com,Other,24,ME,95.38,28,31,6.61,7.1,6,15,93.71,C,3,No,Yes,Secondary,High,5
S2303,GGEUY,IZWVL,ggeuy690@yahoo.com,Female,19,BBA,81.69,34,42,8.72,5.56,9,19,118.28,B,11,Yes,No,Primary,Medium,2
S2304,UYLDB,GCAYH,uyldb721@yahoo.com,Male,21,BBA,88.7,40,40,5.29,8.62,9,12,114.91,B,20,Yes,No,Post-Graduate,High,4
S2305,KDMAV,UFXNV,kdmav56@outlook.com,Male,19,MBA,91.85,30,46,5.11,8.36,10,11,110.47,B,17,Yes,No,Post-Graduate,Low,8
S2306,OADLQ,IRLDE,oadlq211@outlook.com,Other,23,ME,89.22,35,44,5.59,6.82,7,20,118.4,B,4,No,Yes,Secondary,Medium,9
S2307,AYGBT,CZHPX,aygbt543@yahoo.com,Male,24,ME,71.11,21,41,7.87,8.34,6,19,103.21,B,14,No,No,Post-Graduate,High,10
S2308,ACARJ,GCEMS,acarj17@outlook.com,Female,20,BBA,63.57,28,47,7.31,9.12,6,12,109.42,B,2,No,Yes,Post-Graduate,Low,9
S2309,QMUNM,YSJBY,qmunm430@gmail.com,Male,22,MBA,87.48,34,39,9.09,5.88,9,13,109.96,B,10,No,Yes,None,Low,2
S2310,WPUQX,KIIOV,wpuqx641@gmail.com,Other,24,ME,82.5,25,41,8.22,7.79,10,12,104.01,B,20,Yes,No,Primary,Medium,7
S2311,RXOKT,TNWKZ,rxokt638@edu.in,Female,18,AI/ML,70.18,29,47,8.4,6.31,7,19,116.7,B,4,Yes,Yes,None,Low,4
S2312,TGRVP,RBOKC,tgrvp992@edu.in,Male,24,ME,62.12,35,45,9.56,8.74,9,20,127.3,A,11,Yes,Yes,Post-Graduate,Low,4
S2313,IGASZ,CROUF,igasz698@gmail.com,Male,25,CE,94.16,26,37,9.37,6.93,9,19,107.3,B,14,Yes,No,Graduate,Low,10
S2314,CHUAM,PTEGO,chuam278@yahoo.com,Female,19,CE,73.51,33,47,9.15,5.17,9,19,122.32,A,8,Yes,Yes,Primary,Low,5
S2315,OHXMU,KWQTR,ohxmu710@edu.in,Female,21,IT,72.56,26,31,7.1,9.09,6,15,94.19,C,10,No,Yes,Secondary,Low,7
S2316,RIEPA,TDWUH,riepa212@gmail.com,Other,20,ECE,97.82,32,31,6.87,9.28,8,10,97.15,C,15,Yes,Yes,Post-Graduate,Medium,1
S2317,UMLRG,OJQVB,umlrg958@outlook.com,Other,18,CE,79.88,37,47,5.48,6.52,8,15,119.0,B,10,No,No,None,High,7
S2318,QJMJQ,ZSRCH,qjmjq277@yahoo.com,Other,22,AI/ML,81.99,34,37,7.13,9.46,10,17,114.59,B,2,No,Yes,Post-Graduate,Medium,8
S2319,XIJOG,TDUTV,xijog421@yahoo.com,Male,22,MBA,96.32,35,33,8.3,8.4,9,10,103.69,B,19,No,Yes,Graduate,Low,6
S2320,THVTD,WHHYD,thvtd182@outlook.com,Other,20,ECE,71.33,25,42,9.1,8.03,5,16,105.13,B,14,No,Yes,Secondary,Low,5
S2321,IRGEZ,LYTUC,irgez322@gmail.com,Male,25,ME,87.68,31,50,8.57,8.72,7,18,123.29,A,4,No,Yes,None,High,5
S2322,IQMSM,QTHNP,iqmsm841@yahoo.com,Other,21,IT,70.12,36,36,7.68,6.37,8,14,108.04,B,20,No,No,None,Low,10
S2323,LCUJW,PGLWO,lcujw539@edu.in,Other,22,AI/ML,98.23,24,49,6.29,6.22,6,20,111.51,B,16,No,Yes,Secondary,Low,1
S2324,NPQST,CNHPJ,npqst257@gmail.com,Female,22,CE,76.72,28,30,9.44,7.04,10,14,98.47,C,17,Yes,Yes,Primary,Low,8
S2325,PYUBD,ZXUIK,pyubd718@gmail.com,Other,23,AI/ML,79.8,36,46,7.87,9.9,7,11,117.76,B,3,No,No,None,Low,10
S2326,KFECE,RYWTM,kfece576@outlook.com,Male,23,BBA,98.76,29,33,5.56,6.5,10,16,100.06,B,14,Yes,Yes,Graduate,Medium,4
S2327,UKIOR,XCADP,ukior18@yahoo.com,Other,19,CSE,60.94,32,45,9.67,7.1,5,20,118.77,B,15,No,No,Primary,Medium,6
S2328,PCBRZ,AELXC,pcbrz492@outlook.com,Other,18,MBA,79.06,22,42,7.13,7.94,7,20,106.07,B,13,Yes,Yes,Secondary,Low,5
S2329,JAUUR,NUDMG,jauur649@outlook.com,Female,18,CSE,92.65,20,44,5.05,8.28,7,15,99.33,C,11,No,Yes,Graduate,Medium,2
S2330,IRKVE,JYKGP,irkve680@gmail.com,Female,21,ME,99.25,26,44,9.52,6.23,5,12,102.76,B,13,No,No,Graduate,Low,5
S2331,GBSAC,HYNVX,gbsac84@edu.in,Male,19,AI/ML,98.09,40,41,8.47,9.64,5,10,114.11,B,12,Yes,Yes,Primary,High,6
S2332,MHUKE,UIJWD,mhuke715@outlook.com,Male,21,ECE,94.13,31,48,6.84,9.97,6,11,112.81,B,12,No,Yes,Post-Graduate,Low,7
S2333,BDQNZ,GLSHZ,bdqnz233@gmail.com,Female,18,ECE,61.8,28,39,6.27,7.0,8,14,102.27,B,18,No,No,Graduate,Low,6
S2334,PJURD,NPRKC,pjurd722@yahoo.com,Male,24,MBA,73.44,37,49,9.74,8.2,8,11,122.93,A,18,Yes,Yes,None,Low,5
S2335,ZOLVV,IMUMM,zolvv804@yahoo.com,Female,21,ECE,95.13,21,45,9.03,7.9,8,15,105.93,B,5,No,Yes,Post-Graduate,High,1
S2336,EQAFC,GHADE,eqafc731@outlook.com,Female,19,IT,87.15,30,40,9.61,7.11,5,10,101.72,B,4,No,Yes,Primary,Low,9
S2337,RMVXX,IFHGP,rmvxx2@outlook.com,Male,22,ME,83.34,36,32,6.13,7.17,10,19,110.3,B,16,No,No,Graduate,Low,8
S2338,ADGDP,RGMCM,adgdp843@gmail.com,Other,23,BBA,75.17,31,38,5.36,8.39,10,12,104.74,B,8,Yes,No,None,High,5
S2339,VVXFM,NBRDW,vvxfm981@outlook.com,Female,22,IT,79.54,34,48,6.0,5.56,9,12,114.56,B,11,No,No,Graduate,High,2
S2340,PSWWT,FUKGR,pswwt336@outlook.com,Female,20,IT,84.4,37,36,5.3,7.98,9,18,113.27,B,13,No,No,Secondary,Low,4
S2341,TXDZH,NHZSS,txdzh90@edu.in,Female,25,ME,74.01,26,49,7.84,6.98,6,11,106.81,B,19,Yes,No,None,Medium,7
S2342,SNRLA,IWBMY,snrla831@outlook.com,Female,25,AI/ML,88.19,33,32,6.55,8.77,10,15,105.32,B,1,No,No,None,High,1
S2343,MMZEO,UOQBX,mmzeo396@gmail.com,Male,23,IT,73.94,31,41,8.31,9.17,7,11,107.49,B,10,No,No,Primary,High,6
S2344,KHGVG,UYQCV,khgvg596@gmail.com,Other,22,MBA,96.33,23,47,6.9,7.47,9,18,111.37,B,15,Yes,Yes,None,Medium,7
S2345,TCSPE,WVXSY,tcspe579@yahoo.com,Female,19,ECE,81.57,31,41,9.49,5.34,9,15,110.83,B,7,No,Yes,None,Medium,1
S2346,ZTGAV,GUJHW,ztgav876@edu.in,Male,25,AI/ML,98.21,39,32,9.53,8.5,5,13,107.03,B,11,Yes,No,None,High,3
S2347,MIVIV,QGRPR,miviv449@yahoo.com,Male,19,BBA,61.45,39,50,6.81,6.81,7,14,123.62,A,7,No,Yes,Graduate,Medium,8
S2348,EBXVB,JIWZV,ebxvb893@yahoo.com,Male,22,IT,74.62,25,46,5.21,5.07,8,13,102.29,B,5,Yes,Yes,Post-Graduate,High,3
S2349,KPXJJ,SMLZT,kpxjj347@yahoo.com,Female,18,MBA,92.73,33,41,6.15,9.52,7,20,116.67,B,5,Yes,Yes,Primary,Low,4
S2350,VPZBV,MNCLF,vpzbv223@edu.in,Male,21,MBA,87.83,37,34,8.81,7.8,5,15,107.61,B,7,Yes,No,None,Medium,8
S2351,HNVBV,GOLFX,hnvbv182@outlook.com,Female,22,MBA,89.53,36,46,5.75,5.32,5,10,108.07,B,2,Yes,No,Secondary,Low,5
S2352,ACGOG,IONVI,acgog600@yahoo.com,Female,24,CSE,98.08,31,40,7.78,9.62,5,15,108.4,B,6,No,No,None,Medium,6
S2353,KUTNS,HHVSD,kutns155@edu.in,Other,18,BBA,71.93,22,38,9.2,5.18,10,15,99.37,C,3,Yes,No,None,High,9
S2354,EBWVE,VIVDH,ebwve635@gmail.com,Other,24,AI/ML,62.29,21,44,8.94,9.42,8,11,102.36,B,19,No,No,None,High,1
S2355,AVKEG,KIUNE,avkeg562@outlook.com,Female,20,ECE,96.51,33,45,8.85,7.09,8,11,112.94,B,14,Yes,Yes,Post-Graduate,Medium,2
S2356,MRIEJ,TWHLL,mriej825@yahoo.com,Male,24,AI/ML,77.09,39,36,8.83,6.38,9,11,110.21,B,4,Yes,No,Secondary,High,8
S2357,AVJGB,QFDWK,avjgb57@yahoo.com,Other,25,BBA,66.96,34,48,9.31,9.27,9,16,125.58,A,4,No,Yes,Post-Graduate,Medium,5
S2358,KCSCF,JFUZK,kcscf667@outlook.com,Other,19,IT,61.63,24,33,6.69,8.95,9,10,91.64,C,16,No,Yes,Graduate,Low,9
S2359,XUDQF,KLANS,xudqf54@edu.in,Male,23,IT,61.72,22,46,6.95,9.37,5,18,107.32,B,18,Yes,Yes,Primary,Low,4
S2360,IGRGF,MHWTT,igrgf767@outlook.com,Male,19,MBA,98.49,27,40,9.4,8.16,5,11,100.56,B,12,No,No,Secondary,Medium,4
S2361,LXBOC,LOCDZ,lxboc708@outlook.com,Female,19,CE,86.84,36,37,6.16,7.07,7,15,108.23,B,15,No,No,Graduate,High,5
S2362,MQDOD,NWRGQ,mqdod907@yahoo.com,Female,25,IT,62.16,27,48,9.45,9.56,7,16,117.01,B,18,No,Yes,Post-Graduate,Low,9
S2363,UHCUC,OPVWN,uhcuc350@outlook.com,Male,21,ME,62.15,27,49,9.56,6.31,9,20,120.87,A,11,No,No,Secondary,Low,7
S2364,PCVUR,JKGUC,pcvur370@edu.in,Male,25,ECE,90.53,21,35,9.63,6.54,8,11,91.17,C,19,No,No,Graduate,Medium,7
S2365,IILZU,NVGZY,iilzu405@gmail.com,Female,20,AI/ML,78.25,39,45,6.12,8.73,10,17,125.86,A,13,Yes,Yes,Graduate,Medium,6
S2366,XQGJG,NZQPW,xqgjg954@outlook.com,Male,20,AI/ML,81.13,37,38,8.8,6.26,7,10,107.06,B,18,Yes,Yes,Post-Graduate,Low,8
S2367,QBXKX,IHWOB,qbxkx30@outlook.com,Male,25,CSE,66.33,21,41,5.78,9.06,6,17,99.85,C,11,Yes,Yes,None,Medium,10
S2368,JFJDU,XARWD,jfjdu940@yahoo.com,Other,21,CE,80.99,28,36,6.0,5.17,10,18,103.17,B,17,Yes,No,Post-Graduate,High,4
S2369,FEXCR,VHGXH,fexcr774@outlook.com,Other,19,CE,91.38,25,48,6.15,7.83,9,19,114.98,B,16,No,No,Secondary,Low,7
S2370,XUFPK,UOMCP,xufpk319@yahoo.com,Male,22,AI/ML,69.35,20,43,7.59,6.19,10,19,105.77,B,4,Yes,Yes,Secondary,High,9
S2371,NHEDI,MQOLW,nhedi31@edu.in,Female,20,CE,71.81,34,43,7.83,8.49,7,15,115.32,B,8,No,Yes,Graduate,Low,10
S2372,KSWGB,PZTCF,kswgb524@outlook.com,Other,20,ME,90.55,40,43,9.66,6.3,9,15,122.96,A,2,Yes,No,None,Low,1
S2373,BFYEX,TDYBU,bfyex60@outlook.com,Female,19,IT,94.29,25,33,5.47,8.89,6,15,93.37,C,14,Yes,Yes,Graduate,High,5
S2374,PTDTS,WIRHT,ptdts75@edu.in,Other,25,ME,72.38,40,49,8.11,9.41,10,16,132.52,A,12,No,Yes,None,Medium,9
S2375,FIGXO,FMOSX,figxo143@yahoo.com,Other,20,ECE,72.07,28,44,5.05,5.45,9,11,102.5,B,20,No,No,Graduate,Low,7
S2376,CUFDC,BCRBM,cufdc14@outlook.com,Other,24,ME,74.91,31,41,8.05,8.66,7,15,110.71,B,10,No,No,None,High,10
S2377,KOZMO,UBERQ,kozmo415@edu.in,Other,25,BBA,84.08,34,30,5.24,8.22,5,20,102.46,B,11,No,No,Post-Graduate,Medium,1
S2378,DVTUK,OOEAF,dvtuk818@outlook.com,Male,20,AI/ML,64.81,35,36,7.83,7.88,5,20,111.7,B,17,No,No,Post-Graduate,Medium,3
S2379,FFATU,NEKHG,ffatu652@yahoo.com,Female,21,CE,84.29,37,36,5.93,7.94,8,16,110.88,B,9,No,No,None,High,2
S2380,PPMCD,RYNZK,ppmcd661@outlook.com,Other,24,CSE,66.91,38,33,6.77,5.37,8,15,106.14,B,3,No,Yes,Graduate,Low,8
S2381,DSPEW,COZZI,dspew821@gmail.com,Male,24,ECE,77.26,37,44,5.92,5.22,5,17,114.13,B,13,No,Yes,Graduate,Low,9
S2382,YUIIG,JMISC,yuiig487@yahoo.com,Male,21,BBA,96.7,26,36,9.37,7.02,8,12,98.39,C,2,Yes,Yes,Primary,Medium,9
S2383,USIAT,IXHIE,usiat433@edu.in,Male,19,BBA,98.15,24,40,8.82,7.5,10,11,101.32,B,16,No,No,None,Medium,4
S2384,UTWWY,YZKOC,utwwy255@yahoo.com,Other,21,CE,76.24,38,35,8.98,8.35,7,10,107.33,B,5,Yes,Yes,Post-Graduate,Low,7
