Student_ID,First_Name,Last_Name,Email,Gender,Age,Department,Attendance(%),Midterm_Score,Final_score,Assignment_Avg,Quizzes_Avg,Participation_Score,Project_Score,Total_Score,Grade,Study_Hour_Per_Week,ExtraCircular_Activities,Internet_Access,Parent_Education,Family_Income,Stress(1 - 10)
S1161,GUNTI,UMCFO,gunti699@gmail.com,Other,19,IT,61.3235170255709,37,30,9.26,6.55,7,20,109.81,B,17,Yes,Yes,Post-Graduate,High,5
S1162,EDQKT,ZOUCG,edqkt88@outlook.com,Female,25,MBA,76.27295277636088,35,33,5.47,5.18,6,10,94.65,C,18,Yes,Yes,Secondary,Medium,2
S1163,LKLRI,EHEXT,lklri410@outlook.com,Male,24,CE,64.75333559122127,35,38,9.89,9.64,10,20,122.53,A,15,No,Yes,Primary,Low,9
S1164,JTGUD,IFTJR,jtgud457@gmail.com,Female,22,AI/ML,87.04615344377305,35,35,8.63,6.16,6,18,108.79,B,3,No,Yes,None,Low,7
S1165,QVNBC,WCPNT,qvnbc754@edu.in,Female,22,CSE,61.13071186567963,34,37,8.13,6.28,6,15,106.41,B,1,No,Yes,Primary,High,8
S1166,ZCUYC,RBQBO,zcuyc772@gmail.com,Other,20,BBA,66.81718293546442,38,40,5.23,9.0,7,10,109.23,B,15,No,No,Post-Graduate,High,5
S1167,TQPLW,QTDYI,tqplw830@outlook.com,Other,25,BBA,77.10559621758271,22,48,8.56,5.9,7,18,109.46,B,4,Yes,Yes,Secondary,Low,6
S1168,RTXCH,VAGVL,rtxch115@yahoo.com,Other,18,MBA,96.76870951859335,27,41,9.67,6.55,7,19,110.22,B,1,No,No,Secondary,Low,2
S1169,ZEHFD,ERBKP,zehfd344@outlook.com,Male,22,CSE,60.81636199011858,22,49,9.86,7.65,5,18,111.51,B,7,No,Yes,Post-Graduate,High,7
S1170,ZAUQT,UKEFW,zauqt804@yahoo.com,Female,19,MBA,72.97002479476755,26,37,7.64,6.64,8,12,97.28,C,7,Yes,No,Post-Graduate,High,1
S1171,GRBGA,BKSNW,grbga45@yahoo.com,Male,20,ME,94.49309429788033,26,33,8.05,9.5,8,10,94.56,C,14,Yes,No,None,High,10
S1172,UMBAR,BQEEO,umbar881@gmail.com,Female,24,BBA,86.95694136269404,29,49,6.19,5.61,6,15,110.8,B,17,No,Yes,Graduate,High,3
S1173,SYUWO,PPEHH,syuwo713@yahoo.com,Male,23,CE,65.23240648588114,34,35,6.33,5.39,7,12,99.72,C,2,Yes,No,Secondary,Medium,10
S1174,ZAFKA,YIZWQ,zafka630@yahoo.com,Male,18,BBA,64.72912424207648,24,36,5.6,5.61,5,12,88.21,C,9,Yes,No,Secondary,Medium,9
S1175,BSVWY,QEYRU,bsvwy76@outlook.com,Male,24,CSE,90.5285301865741,24,43,5.59,7.36,7,13,99.95,C,17,Yes,Yes,Post-Graduate,Medium,4
S1176,MLQUJ,XDRZU,mlquj742@gmail.com,Male,18,AI/ML,79.83334458053808,29,50,7.23,8.15,10,19,123.38,A,15,Yes,Yes,Post-Graduate,Low,10
S1177,NBDQO,LTINS,nbdqo23@outlook.com,Male,19,IT,76.1176683064326,20,31,8.26,6.56,7,16,88.82,C,13,No,No,Primary,Medium,6
S1178,KOWIJ,QKMYG,kowij837@outlook.com,Other,24,BBA,78.85723069308168,25,32,7.23,5.27,5,13,87.51,C,4,No,No,Graduate,Low,6
S1179,PBVMF,WWHXH,pbvmf241@yahoo.com,Other,19,ME,81.61900358927012,35,40,6.52,6.73,9,11,108.25,B,17,No,Yes,Secondary,High,9
S1180,RZUIW,AOGNI,rzuiw80@edu.in,Other,21,CE,99.99594236363502,33,34,8.47,8.11,6,11,100.58,B,2,Yes,No,Post-Graduate,High,6
S1181,LWKQG,IRZNR,lwkqg341@yahoo.com,Male,18,CSE,85.53858730934436,24,38,9.11,8.94,5,14,99.05,C,12,Yes,No,Secondary,Medium,10
S1182,XEDWK,IGFLD,xedwk868@gmail.com,Female,22,ECE,69.34427868568523,27,50,9.05,5.71,5,19,115.76,B,16,Yes,Yes,Secondary,Medium,9
S1183,PJWBT,APDSS,pjwbt732@gmail.com,Other,18,CSE,92.85937709529045,32,30,9.42,5.48,7,13,96.9,C,1,No,No,Graduate,Medium,2
S1184,YIUHX,XYGTW,yiuhx764@edu.in,Female,25,ME,79.42658938300826,39,46,6.02,8.13,8,18,125.15,A,15,Yes,Yes,Secondary,Low,8
S1185,VHTPH,NLHDO,vhtph605@gmail.com,Other,22,CSE,80.63586492042,32,43,9.93,9.57,5,14,113.5,B,7,Yes,Yes,None,High,6
S1186,QIXAD,QIXZN,qixad667@yahoo.com,Female,18,AI/ML,98.79609547644134,32,33,9.0,9.43,10,11,104.43,B,12,Yes,Yes,Primary,Medium,10
S1187,UMVMT,COUKT,umvmt204@outlook.com,Female,22,AI/ML,87.04729575044713,35,44,6.01,8.38,8,13,114.39,B,4,No,No,Graduate,Low,9
S1188,OOVZY,NFVBA,oovzy884@yahoo.com,Female,22,IT,76.38666604751643,20,48,8.31,6.14,9,17,108.45,B,7,Yes,Yes,Primary,Medium,1
S1189,CILBB,FUVAF,cilbb993@gmail.com,Other,24,ME,62.69784720608517,23,50,5.75,5.43,7,18,109.18,B,15,No,No,Graduate,High,9
S1190,INBXK,XFXNF,inbxk367@edu.in,Female,21,ECE,69.43557911160339,27,45,6.65,8.86,6,20,113.51,B,2,No,Yes,Secondary,Medium,2
S1191,XDEXK,CMLOB,xdexk429@outlook.com,Female,22,ME,95.58007291647898,31,50,7.14,8.37,5,11,112.5,B,3,No,Yes,Secondary,High,9
S1192,MLVXU,FNCUR,mlvxu482@outlook.com,Male,18,CE,98.50875124911428,25,43,5.39,8.89,10,11,103.29,B,2,No,Yes,Primary,Low,8
S1193,GSKLN,MIFUC,gskln968@edu.in,Female,20,ECE,73.98662427173446,20,36,7.48,6.36,6,16,91.83,C,7,Yes,Yes,Secondary,Low,5
S1194,RCUSN,JJJXY,rcusn157@yahoo.com,Female,19,ECE,62.13273827307426,31,34,5.13,7.14,7,12,96.27,C,14,Yes,Yes,Primary,Low,1
S1195,TDVKM,RRFPL,tdvkm13@outlook.com,Female,19,ECE,95.38505448920998,20,41,5.91,6.89,8,20,101.8,B,12,No,Yes,Graduate,High,1
S1196,MSWRY,MOQDQ,mswry584@edu.in,Male,22,AI/ML,97.84927388505668,24,32,5.53,7.75,8,16,93.28,C,12,Yes,No,Post-Graduate,Medium,4
S1197,HXJYC,FLSIF,hxjyc335@outlook.com,Female,20,IT,81.57171650566576,38,39,8.36,5.08,9,17,116.44,B,6,No,No,Post-Graduate,Low,8
S1198,SSLCO,QWXXI,sslco672@yahoo.com,Male,20,CE,91.49865870003445,33,44,8.85,8.83,10,10,114.67,B,12,Yes,Yes,Secondary,Low,9
S1199,VLREA,YHHPR,vlrea34@gmail.com,Other,19,BBA,73.7809690728694,26,43,6.73,8.96,5,18,107.69,B,18,Yes,Yes,Graduate,High,1
S1200,QNMQL,QSKEP,qnmql285@edu.in,Other,24,BBA,70.52769058587333,28,41,6.41,7.45,10,14,106.86,B,13,No,Yes,Secondary,High,3
S1201,NTONZ,OFPIM,ntonz164@outlook.com,Male,21,ME,70.55393861763088,39,45,5.52,7.44,10,20,126.96,A,9,Yes,Yes,Graduate,High,8
S1202,FOYDA,FHBIE,foyda377@edu.in,Male,18,BBA,68.0237210269871,22,49,5.48,6.9,5,12,100.38,B,5,Yes,Yes,Secondary,Low,6
S1203,CQTDJ,DTRRX,cqtdj59@yahoo.com,Female,18,ME,74.87555019686917,28,40,7.05,5.82,5,14,99.86,C,2,No,No,Graduate,High,1
S1204,XHISR,MGRJQ,xhisr651@edu.in,Female,19,CSE,98.56611505653979,21,35,9.55,5.49,7,18,96.04,C,18,No,No,Primary,High,4
S1205,NHHRS,UUXHR,nhhrs129@yahoo.com,Female,24,ECE,64.35725635365746,33,47,5.25,9.53,9,12,115.79,B,11,Yes,Yes,None,High,1
S1206,YGRFV,JPQDV,ygrfv102@gmail.com,Other,18,ME,84.28372014131637,31,50,7.78,8.2,6,17,119.98,B,19,Yes,Yes,Primary,High,6
S1207,QTVIN,DRACK,qtvin736@outlook.com,Female,22,AI/ML,62.24632190779923,26,42,9.43,7.55,9,18,111.99,B,12,Yes,No,Graduate,Low,1
S1208,PQRXK,LMQWD,pqrxk240@yahoo.com,Male,22,IT,92.78284749008449,38,31,6.66,5.02,9,19,108.68,B,13,No,Yes,Post-Graduate,Low,8
S1209,SQAON,BFIVI,sqaon910@yahoo.com,Male,22,ECE,88.95653097345779,22,35,9.55,6.02,10,20,102.57,B,13,No,No,Post-Graduate,Low,4
S1210,WUOCF,GVXBY,wuocf89@yahoo.com,Other,20,CE,83.18741427096103,25,39,9.73,8.62,7,14,103.36,B,19,No,Yes,Post-Graduate,Low,8
S1211,XQXXT,MTYHR,xqxxt749@yahoo.com,Male,19,BBA,96.71377344410125,30,44,9.99,5.71,6,17,112.69,B,12,No,No,Primary,High,4
S1212,OIRCA,UVLKT,oirca352@edu.in,Female,23,CE,80.15802396570754,32,41,7.31,7.16,7,11,105.47,B,9,Yes,Yes,None,Medium,4
S1213,CWPCV,VKWTX,cwpcv387@gmail.com,Female,22,MBA,84.94150360623343,40,48,9.59,5.14,8,17,127.72,A,6,Yes,Yes,Primary,High,6
S1214,PKIEA,XRWCH,pkiea225@outlook.com,Other,22,IT,61.654570029262416,33,32,5.6,7.0,8,10,95.6,C,3,No,No,Graduate,High,3
S1215,ISJBI,OEEFV,isjbi467@outlook.com,Male,22,ME,78.33669510929741,34,34,5.42,9.89,5,20,108.31,B,17,No,No,None,Low,6
S1216,NAPEZ,MKRGE,napez18@gmail.com,Male,20,ME,76.19387393014033,26,39,5.13,6.59,5,20,101.72,B,20,Yes,Yes,None,Medium,2
S1217,HIBAK,ERSYY,hibak559@edu.in,Male,23,IT,68.69526568295349,28,31,5.03,7.55,9,14,94.57,C,4,Yes,Yes,None,High,2
S1218,ECROU,TDRXE,ecrou266@yahoo.com,Other,22,ME,98.21988114344333,23,41,7.11,6.63,8,20,105.74,B,11,No,Yes,Primary,Low,10
S1219,BNCHS,FZANI,bnchs630@yahoo.com,Male,19,MBA,95.98897990439383,40,45,6.8,5.62,7,11,115.42,B,14,Yes,No,Post-Graduate,Low,8
S1220,KIEZL,WOWCR,kiezl71@outlook.com,Other,23,ME,95.89367508451438,35,45,9.21,8.42,7,13,117.64,B,11,No,No,Primary,High,10
S1221,VNOKV,GJOWL,vnokv650@edu.in,Other,23,CSE,78.2586925150999,37,41,8.08,5.88,9,17,117.96,B,5,No,No,Post-Graduate,Medium,2
S1222,IVBSM,WZVOX,ivbsm741@edu.in,Female,19,ECE,62.55046369006828,30,39,7.6,7.64,10,12,106.24,B,2,No,No,None,Medium,5
S1223,LSGBN,DVTKN,lsgbn87@gmail.com,Male,25,ECE,88.51522244981626,20,47,7.93,6.92,6,15,102.85,B,7,No,No,Graduate,High,5
S1224,VTDXL,CVSPJ,vtdxl176@yahoo.com,Male,18,CE,87.5807233452098,27,32,7.63,5.42,5,16,93.05,C,16,No,Yes,None,High,4
S1225,LDVIP,KVARO,ldvip573@yahoo.com,Other,20,BBA,65.40506806117754,33,44,9.63,8.42,8,15,118.05,B,1,No,Yes,Secondary,Medium,2
S1226,WSWBI,YNUZX,wswbi222@gmail.com,Male,21,ECE,89.40512167336776,25,44,6.98,7.23,10,11,104.21,B,2,Yes,No,None,High,8
S1227,OAJRK,EZPBX,oajrk777@edu.in,Other,21,BBA,73.22143438080516,38,33,7.98,6.51,6,19,110.5,B,7,Yes,Yes,Primary,Low,9
S1228,OBGND,ZUTVJ,obgnd47@yahoo.com,Other,18,ECE,65.84190880476365,38,35,6.14,6.28,5,10,100.42,B,14,No,Yes,Secondary,High,3
S1229,PFLZU,ABLPV,pflzu295@yahoo.com,Other,18,BBA,84.03892877982082,24,46,9.07,8.29,5,14,106.36,B,11,Yes,No,Secondary,Medium,4
S1230,EDIBZ,NEISN,edibz423@outlook.com,Male,24,BBA,78.88391875083019,24,48,8.44,5.21,5,16,106.65,B,10,Yes,No,Secondary,High,6
S1231,OLXPU,NHJWO,olxpu854@edu.in,Female,18,BBA,70.08673200993913,30,31,8.51,6.83,5,12,93.34,C,20,Yes,Yes,Post-Graduate,High,10
S1232,PKVYU,NFIZH,pkvyu550@edu.in,Other,19,BBA,97.93281353359966,30,38,8.49,6.96,9,14,106.45,B,16,Yes,Yes,Graduate,High,5
S1233,LOCIM,RYTQZ,locim375@yahoo.com,Female,22,AI/ML,91.1705377569178,35,39,6.62,5.62,9,11,106.25,B,10,No,No,Graduate,Low,4
S1234,EBGVD,NWSFD,ebgvd535@yahoo.com,Male,25,BBA,72.00336389792957,31,44,6.11,8.24,6,11,106.35,B,19,No,Yes,Post-Graduate,Low,4
S1235,SCPLD,FRNXT,scpld457@yahoo.com,Male,20,AI/ML,99.56719076868535,31,47,8.37,7.4,5,16,114.77,B,8,No,Yes,Secondary,High,5
S1236,DLWQS,IUTDH,dlwqs476@yahoo.com,Female,21,CSE,72.7077732935665,24,42,9.75,6.77,5,18,105.52,B,1,Yes,Yes,None,Medium,7
S1237,GCYJE,YAJMH,gcyje591@edu.in,Male,18,BBA,92.7766814272565,25,38,9.93,6.42,6,12,97.36,C,4,No,No,None,Low,10
S1238,FCMWM,BGIIS,fcmwm984@edu.in,Other,21,BBA,61.505952961809385,39,43,8.71,6.71,10,12,119.43,B,13,No,Yes,Post-Graduate,Medium,9
S1239,DEJEJ,CRQNX,dejej767@gmail.com,Female,21,ECE,90.47422427330065,23,42,5.37,8.86,9,11,99.23,C,9,Yes,Yes,Secondary,High,3
S1240,RDADP,OOXKQ,rdadp656@outlook.com,Male,19,ME,70.65729779244421,38,33,9.09,8.41,6,15,109.5,B,16,Yes,No,None,Low,1
S1241,IVUUA,VWJPE,ivuua982@yahoo.com,Female,24,CE,68.15061447573638,33,33,9.22,6.96,7,18,107.18,B,18,No,No,Post-Graduate,Medium,7
S1242,RCHJL,CZPDW,rchjl265@edu.in,Other,24,MBA,69.17163090694245,20,30,7.05,6.46,10,17,90.51,C,16,No,Yes,Primary,Medium,6
S1243,KBJDN,JAAOK,kbjdn92@edu.in,Male,22,MBA,64.9011126088117,25,47,8.55,6.85,10,12,109.4,B,15,No,Yes,Post-Graduate,High,10
S1244,CDYCR,OKZRY,cdycr689@yahoo.com,Male,18,BBA,80.95243666892655,36,34,9.31,7.61,8,13,107.93,B,3,Yes,Yes,Post-Graduate,High,1
S1245,LAUII,TFRAS,lauii713@yahoo.com,Female,23,MBA,74.67499421873823,38,45,7.05,7.47,5,15,117.51,B,20,Yes,No,None,Medium,2
S1246,KTNJH,DUZLS,ktnjh285@edu.in,Female,20,CSE,68.91573684124288,25,40,6.97,6.11,9,18,105.07,B,10,Yes,No,Primary,High,8
S1247,IVDKC,OMFHH,ivdkc755@outlook.com,Other,18,ME,98.9044734540721,31,40,8.17,5.88,5,18,108.05,B,3,No,Yes,Graduate,Medium,1
S1248,YTVCJ,CHEGG,ytvcj698@edu.in,Female,25,MBA,89.29902334640408,23,46,5.45,5.53,6,16,101.99,B,20,Yes,No,Primary,Low,5
S1249,AFWKS,YQKNE,afwks18@yahoo.com,Other,20,IT,62.27905614317311,31,40,9.66,8.51,9,10,108.17,B,13,Yes,No,None,Low,3
S1250,RBMEH,JFREW,rbmeh235@edu.in,Female,24,IT,78.31423652656753,27,34,5.66,8.28,6,20,100.93,B,12,No,No,Graduate,Medium,10
S1251,UKSPF,RQOUA,ukspf541@edu.in,Other,20,MBA,89.97857606761707,21,49,5.84,7.78,7,20,110.61,B,12,Yes,Yes,Graduate,Low,6
S1252,KTLGL,ELVTM,ktlgl231@edu.in,Other,22,MBA,72.4687511896108,24,49,9.03,9.73,5,12,108.76,B,17,No,No,Post-Graduate,Medium,2
S1253,XNTJC,HVQBD,xntjc498@outlook.com,Male,19,ECE,79.73470156009952,33,40,6.13,5.07,9,20,113.2,B,8,Yes,Yes,Graduate,Low,10
S1254,LWNXV,CBWQF,lwnxv49@edu.in,Female,18,BBA,63.862622632007415,30,42,8.46,6.93,8,13,108.39,B,19,Yes,No,None,Medium,9
S1255,EAXVJ,GQHCE,eaxvj140@yahoo.com,Other,20,AI/ML,67.03621655643177,40,36,6.51,8.69,5,14,110.2,B,17,No,Yes,Primary,High,3
S1256,IKINH,ABKSH,ikinh493@outlook.com,Other,21,CE,70.98389539802065,36,39,9.95,8.61,6,18,117.56,B,7,Yes,No,Post-Graduate,High,2
S1257,DKMSJ,DXPSU,dkmsj168@yahoo.com,Other,19,AI/ML,65.11496861547624,34,30,8.12,9.56,9,11,101.68,B,18,Yes,No,None,High,2
S1258,MCMZM,LHYSW,mcmzm161@edu.in,Female,22,MBA,62.33496476388092,27,43,6.02,5.27,6,19,106.29,B,1,No,Yes,Secondary,Low,8
S1259,ALGYU,IPMDE,algyu72@outlook.com,Female,18,ECE,69.18347795306528,25,47,9.88,5.29,6,14,107.17,B,16,No,No,Secondary,Low,2
S1260,EXJKI,ULQOY,exjki834@gmail.com,Female,19,AI/ML,69.49519619570331,33,38,8.13,7.62,10,10,106.74,B,9,Yes,No,Secondary,Low,7
S1261,CNMYC,JVLHR,cnmyc203@outlook.com,Male,24,CSE,71.06320374335637,38,32,8.07,5.79,9,16,108.86,B,1,No,Yes,Post-Graduate,Low,3
S1262,RDTYT,AKVYN,rdtyt857@yahoo.com,Female,20,ME,74.70349735659593,34,50,5.79,5.62,7,18,120.41,A,6,No,Yes,Graduate,High,5
S1263,HVYTL,MMHTR,hvytl519@yahoo.com,Female,19,ME,97.37957988930424,24,43,7.47,6.12,8,10,98.59,C,16,No,Yes,Post-Graduate,Medium,6
S1264,UUIIH,KIXXI,uuiih743@yahoo.com,Male,18,MBA,95.89324175376177,21,39,8.37,5.79,6,14,94.16,C,12,No,No,Graduate,High,9
S1265,XGDAF,ROTGO,xgdaf752@gmail.com,Other,24,IT,77.90558226929923,30,43,6.18,9.59,8,17,113.77,B,17,No,Yes,None,Low,10
S1266,IOIEV,KFWWN,ioiev391@yahoo.com,Male,19,BBA,82.54184883645534,33,30,5.43,9.63,5,13,96.05,C,7,Yes,Yes,Post-Graduate,High,4
S1267,XPLKB,POOAG,xplkb893@gmail.com,Male,21,ME,98.40817262072505,38,42,9.68,9.59,10,15,124.27,A,12,Yes,Yes,Secondary,Low,10
S1268,BPEBY,EHSHT,bpeby776@outlook.com,Male,19,IT,76.6407015681821,25,34,8.07,8.66,9,18,102.74,B,6,No,Yes,Graduate,High,4
S1269,ENRHF,GLLVQ,enrhf249@outlook.com,Other,24,MBA,90.27809775272567,34,50,8.32,6.11,6,12,116.43,B,13,Yes,No,Primary,High,1
S1270,CLGLC,PDNXM,clglc896@yahoo.com,Other,23,MBA,62.2293135218422,33,33,6.31,7.11,10,19,108.42,B,7,Yes,No,Secondary,Low,3
S1271,JNAGR,CYIZN,jnagr626@outlook.com,Male,18,AI/ML,75.68866495668419,21,34,6.73,9.98,8,19,98.71,C,2,No,No,None,High,7
S1272,NRHSQ,KXNOW,nrhsq487@yahoo.com,Other,24,CSE,89.19898637405677,34,36,7.11,9.87,9,19,114.98,B,14,Yes,Yes,None,Low,1
S1273,HGRQG,SCFTG,hgrqg249@edu.in,Female,18,MBA,95.06358771966067,40,35,9.93,8.64,9,11,113.57,B,20,Yes,Yes,Post-Graduate,Low,5
S1274,MZVHH,XJRDQ,mzvhh145@outlook.com,Female,25,MBA,99.6940482877603,23,46,8.44,8.49,9,10,104.93,B,18,Yes,No,Graduate,Low,5
S1275,AYVXW,BRPWE,ayvxw28@outlook.com,Female,19,CSE,98.4979136226763,21,36,6.13,6.28,8,18,95.41,C,9,No,Yes,Graduate,Low,6
S1276,XDAIQ,KSAHL,xdaiq670@gmail.com,Other,23,BBA,93.78634569963918,21,36,8.35,6.12,10,10,91.48,C,9,No,No,None,Medium,6
S1277,DFWWN,ZDPAD,dfwwn904@gmail.com,Male,19,BBA,92.20549113531999,34,32,7.61,7.23,10,10,100.85,B,1,Yes,Yes,None,High,5
S1278,OCQYC,UVXVP,ocqyc736@gmail.com,Male,25,CSE,92.35955092528445,36,37,7.4,8.35,5,18,111.74,B,9,No,No,Secondary,Low,4
S1279,NZZJY,GSGPG,nzzjy803@gmail.com,Other,22,MBA,85.65928066641837,40,46,6.0,5.1,9,17,123.1,A,20,No,Yes,Primary,Low,4
S1280,UXZUM,HFICE,uxzum894@outlook.com,Other,19,IT,88.31792692944471,21,46,5.62,7.78,7,19,106.4,B,10,No,No,Graduate,High,6
S1281,BEMJC,MZQAO,bemjc864@outlook.com,Male,18,BBA,69.38614423647282,28,31,6.91,5.69,8,18,97.59,C,20,No,Yes,Graduate,Low,8
S1282,KDGYL,WAIQQ,kdgyl465@yahoo.com,Male,19,MBA,88.13500870161508,40,34,9.93,8.27,8,19,119.19,B,18,No,Yes,Graduate,Medium,1
S1283,HEQIZ,UQGGR,heqiz97@gmail.com,Other,18,AI/ML,77.95165670377571,28,32,5.93,9.57,6,14,95.5,C,12,No,No,None,High,1
S1284,TZKQI,FEUHT,tzkqi639@edu.in,Other,18,BBA,95.29892912682688,23,48,6.19,5.48,9,19,110.67,B,5,No,Yes,Graduate,Medium,3
S1285,YNDPZ,HLGKS,yndpz41@edu.in,Female,18,ECE,87.41085408532611,21,46,5.34,9.94,7,15,104.28,B,9,No,Yes,Secondary,Medium,10
S1286,HUKIN,EBDOT,hukin342@outlook.com,Male,25,ECE,85.78766815792612,38,42,9.11,8.64,6,17,120.75,A,2,Yes,Yes,Post-Graduate,Medium,8
S1287,YHRQK,VVBWM,yhrqk532@outlook.com,Male,18,CE,82.74642257849953,24,35,9.01,8.39,6,16,98.39,C,5,No,No,Primary,High,8
S1288,WPTXT,BDTKX,wptxt651@yahoo.com,Male,25,IT,82.80918763088764,30,39,9.34,9.73,7,14,109.08,B,15,No,Yes,None,Low,5
S1289,OPDAT,GWCRA,opdat363@edu.in,Other,19,BBA,69.20324763350091,29,42,6.53,7.64,6,15,106.17,B,20,Yes,No,Secondary,Medium,3
S1290,TIFVD,KYUYB,tifvd111@edu.in,Other,22,ME,68.51736346143838,26,40,5.51,9.08,8,17,105.59,B,12,No,No,None,Medium,7
S1291,DNFZD,GMAYH,dnfzd870@edu.in,Male,25,MBA,72.15769860229564,39,50,7.07,8.11,10,17,131.18,A,16,Yes,No,Graduate,Low,1
S1292,QKBSP,QKTKE,qkbsp902@yahoo.com,Female,23,AI/ML,61.93973603055048,37,36,5.31,6.98,6,15,106.29,B,20,No,No,None,Low,6
S1293,WYNWA,WJPWO,wynwa744@gmail.com,Female,22,ECE,66.89359382841948,39,39,5.61,5.26,9,15,112.87,B,2,Yes,Yes,Secondary,Low,2
S1294,OOBHS,QAISP,oobhs317@yahoo.com,Female,22,IT,65.00760493301088,23,48,5.45,7.13,10,14,107.58,B,1,Yes,No,None,Low,3
S1295,LDCBG,WZIQP,ldcbg925@gmail.com,Male,23,IT,69.39985386643428,29,36,8.9,8.15,5,10,97.05,C,10,Yes,Yes,Primary,High,10
S1296,AXKQN,QYZFK,axkqn323@outlook.com,Female,25,CE,96.07870961141153,29,34,9.83,8.73,6,18,105.56,B,12,No,No,Graduate,Low,4
S1297,DUMPO,OBTWB,dumpo428@yahoo.com,Female,22,AI/ML,79.88141255324811,20,50,5.79,7.91,7,18,108.7,B,1,No,Yes,Graduate,High,2
S1298,CBHOD,ZOALF,cbhod336@gmail.com,Female,25,CSE,75.0188265108203,38,48,5.27,5.78,8,13,118.04,B,6,No,No,None,Medium,3
S1299,PQWRL,MVATR,pqwrl104@edu.in,Female,23,ECE,61.077420341524984,32,49,8.67,6.86,8,19,123.52,A,8,No,No,Primary,Low,7
S1300,JMLRN,JMYYG,jmlrn543@outlook.com,Male,21,AI/ML,73.21067102698188,39,38,8.65,9.73,8,10,113.38,B,1,No,Yes,Secondary,Low,9
S1301,XHPOE,KWUAP,xhpoe199@yahoo.com,Other,20,AI/ML,67.99863685365752,29,30,6.6,9.57,7,11,93.17,C,18,Yes,No,Post-Graduate,Medium,7
S1302,PECEO,EQEUP,peceo223@gmail.com,Male,20,CE,85.60992384178316,29,39,6.84,9.5,9,15,108.34,B,14,Yes,Yes,Graduate,High,8
S1303,LNWAL,AXEEK,lnwal225@outlook.com,Male,20,CE,93.19876232515946,20,31,6.98,8.39,8,19,93.36,C,6,Yes,No,None,High,10
S1304,CAFEA,JRZLD,cafea523@edu.in,Male,19,CSE,80.16390174282505,33,36,5.91,7.09,7,13,102.0,B,19,Yes,Yes,Post-Graduate,Medium,10
S1305,JTLJI,ZJVQX,jtlji535@yahoo.com,Female,19,CSE,80.31791319361642,40,36,8.94,5.9,10,11,111.84,B,18,No,No,Graduate,Medium,3
S1306,EZAOT,WFDWY,ezaot579@gmail.com,Other,18,ME,86.13598399024316,40,34,9.78,6.73,10,13,113.51,B,11,No,No,Post-Graduate,High,9
S1307,RSORL,HLDST,rsorl370@yahoo.com,Male,18,CSE,79.49072390142312,31,44,9.01,6.69,7,10,107.71,B,14,No,Yes,Secondary,Low,2
S1308,SHZBO,QNUWP,shzbo200@edu.in,Other,22,BBA,76.99923488682367,37,48,6.59,8.46,6,13,119.05,B,11,No,No,Primary,Medium,7
S1309,TNUPU,FVHCU,tnupu354@edu.in,Other,19,ME,77.96665526660311,28,41,9.44,7.36,9,18,112.8,B,18,Yes,Yes,None,Low,5
S1310,VOHCF,SGYXN,vohcf758@yahoo.com,Other,22,ECE,81.05300676226112,37,46,5.11,8.35,5,10,111.46,B,11,Yes,No,None,Low,3
S1311,JASAM,OCMGE,jasam894@edu.in,Other,22,AI/ML,60.26470891663412,20,31,7.41,6.15,7,14,85.56,C,9,Yes,No,Primary,Low,1
S1312,JOHRX,JRFLU,johrx564@outlook.com,Other,22,CSE,79.53678091154346,36,32,8.28,6.9,10,12,105.18,B,11,No,No,Primary,High,2
S1313,JUHIY,EXOZB,juhiy393@gmail.com,Male,21,BBA,64.89332015037006,29,33,8.95,6.54,7,16,100.5,B,17,No,Yes,Secondary,High,4
S1314,VRZEJ,VRFWB,vrzej334@yahoo.com,Female,18,AI/ML,84.25125226526788,33,44,5.7,8.21,7,20,117.91,B,18,Yes,Yes,Secondary,Low,5
S1315,IRDHW,FVUUU,irdhw462@yahoo.com,Other,18,ECE,92.35893225477739,37,40,5.73,5.53,6,13,107.25,B,5,Yes,No,Primary,High,7
S1316,YMAFB,OFZYQ,ymafb933@gmail.com,Male,24,AI/ML,74.4685640871512,27,41,5.48,8.37,8,16,105.85,B,15,No,No,Graduate,Low,3
S1317,SOXNM,AJAIX,soxnm726@gmail.com,Other,21,BBA,92.01202054089737,37,30,6.41,5.51,8,19,105.92,B,1,Yes,No,Primary,High,9
S1318,GZWMB,YGFGH,gzwmb476@outlook.com,Other,19,MBA,66.94778433248875,32,30,9.95,9.04,7,12,99.99,C,19,Yes,Yes,Graduate,Medium,2
S1319,LSJZM,PJNWO,lsjzm531@edu.in,Female,19,ME,89.67282237879513,35,36,5.23,9.25,6,10,101.48,B,3,No,Yes,None,Medium,3
S1320,FSJNF,IGXDL,fsjnf34@yahoo.com,Other,23,BBA,91.48140922061319,22,43,8.01,7.73,9,20,109.75,B,1,No,No,Primary,Low,5
S1321,ZVKUN,DERBB,zvkun776@edu.in,Female,21,ECE,79.89284964443378,38,43,7.65,7.57,10,16,122.22,A,9,No,Yes,Secondary,Low,2
S1322,IMNXN,JAUJC,imnxn315@edu.in,Other,23,AI/ML,71.24362263407508,39,30,8.65,6.26,10,11,104.91,B,4,No,Yes,Secondary,Medium,8
S1323,TMVHH,AOXTB,tmvhh175@gmail.com,Other,22,ME,68.87199170113924,33,50,6.26,6.57,8,18,121.83,A,12,Yes,No,Secondary,Low,4
